,TRY,CHF,SEK,RUB,NZL,NOK,MXN,JPY,GBP,EUR,CNH,CLP,CAD,ARS,AUD,ZAR,USD,BRL
2006-05-06,0.64159,0.596803,3.564446,13.194753,0.486805,2.977281,5.321655,54.788495,0.261761,0.382468,0.486805,0.486805,0.537788,0.486805,0.630383,2.945116,0.486805,
2006-05-07,0.64159,0.596803,3.564446,13.194753,0.486805,2.977281,5.321655,54.788495,0.261761,0.382468,0.486805,0.486805,0.537788,0.486805,0.630383,2.945116,0.486805,
2006-05-08,0.639702,0.596332,3.560183,13.160107,0.485403,2.974475,5.220864,54.203286,0.261177,0.382117,0.485403,0.485403,0.539664,0.485403,0.631334,2.933894,0.485403,
2006-05-09,0.653169,0.593762,3.548997,13.170518,0.486807,2.962899,5.295508,54.034165,0.260581,0.381301,0.486807,0.486807,0.534965,0.486807,0.628613,2.929574,0.486807,
2006-05-10,0.662081,0.593606,3.548756,13.175323,0.486758,2.954121,5.275312,53.953435,0.261327,0.381054,0.486758,0.486758,0.536372,0.486758,0.629387,2.944861,0.486758,
2006-05-11,0.650747,0.580472,3.4882,12.924729,0.479141,2.89248,5.02852,52.924729,0.254185,0.372814,0.479141,0.479141,0.526973,0.479141,0.617008,2.91593,0.479141,
2006-05-12,0.645044,0.561602,3.395189,12.584531,0.46909,2.807466,5.034828,51.592657,0.247279,0.362792,0.46909,0.46909,0.517559,0.46909,0.606915,2.947105,0.46909,
2006-05-13,0.645044,0.561602,3.395189,12.584531,0.46909,2.807466,5.034828,51.592657,0.247279,0.362792,0.46909,0.46909,0.517559,0.46909,0.606915,2.947105,0.46909,
2006-05-14,0.645044,0.561602,3.395189,12.584531,0.46909,2.807466,5.034828,51.592657,0.247279,0.362792,0.46909,0.46909,0.517559,0.46909,0.606915,2.947105,0.46909,
2006-05-15,0.687665,0.559512,3.395497,12.497745,0.46145,2.810946,5.023632,51.058917,0.245878,0.360789,0.46145,0.46145,0.513656,0.46145,0.606307,2.95537,0.46145,
2006-05-16,0.672852,0.563512,3.414518,12.068415,0.466628,2.846576,5.011257,51.212869,0.247149,0.363135,0.466628,231.643547,0.51645,1.414337,0.608069,2.959365,0.466628,
2006-05-17,0.65276,0.556591,3.385542,12.348498,0.458263,2.808668,5.003417,50.825391,0.243409,0.359648,0.458263,229.72487,0.511023,1.39162,0.603309,2.948966,0.458263,
2006-05-18,0.658306,0.547022,3.305907,11.704586,0.454003,2.75673,4.926164,50.339151,0.239737,0.353282,0.454003,225.994489,0.50809,1.378471,0.594079,2.927401,0.454003,
2006-05-19,0.661463,0.553964,3.329163,11.81209,0.455054,2.772847,4.961149,50.869689,0.242265,0.35643,0.455054,226.486313,0.509338,1.387938,0.60119,2.945823,0.455054,
2006-05-20,0.661463,0.553964,3.329163,11.81209,0.455054,2.772847,4.961149,50.869689,0.242265,0.35643,0.455054,226.486313,0.509338,1.387938,0.60119,2.945823,0.455054,
2006-05-21,0.661463,0.553964,3.329163,11.81209,0.455054,2.772847,4.961149,50.869689,0.242265,0.35643,0.455054,226.486313,0.509338,1.387938,0.60119,2.945823,0.455054,
2006-05-22,0.637404,0.524393,3.161052,11.219826,0.435149,2.646511,4.745235,48.471409,0.230761,0.338558,0.435149,216.426854,0.485527,1.335105,0.57731,2.840742,0.435149,
2006-05-23,0.665461,0.538908,3.247295,11.569207,0.444672,2.724597,4.918774,49.866073,0.236894,0.347862,0.444672,226.607994,0.500087,1.369221,0.591853,2.948169,0.444672,
2006-05-24,0.651755,0.516747,3.095127,11.469483,0.424879,2.596441,4.758357,47.891236,0.226975,0.332613,0.424879,217.478796,0.475703,1.305372,0.564111,2.7846,0.424879,
2006-05-25,0.648648,0.515707,3.081035,11.460161,0.424046,2.587673,4.735675,47.37992,0.226025,0.331027,0.424046,216.44212,0.469463,1.299149,0.557218,2.755172,0.424046,
2006-05-26,0.67263,0.543214,3.23579,11.551742,0.44342,2.721536,4.876606,49.935605,0.238365,0.34808,0.44342,224.163737,0.490584,1.36632,0.585158,2.900205,0.44342,
2006-05-27,0.67263,0.543214,3.23579,11.551742,0.44342,2.721536,4.876606,49.935605,0.238365,0.34808,0.44342,224.163737,0.490584,1.36632,0.585158,2.900205,0.44342,
2006-05-28,0.67263,0.543214,3.23579,11.551742,0.44342,2.721536,4.876606,49.935605,0.238365,0.34808,0.44342,224.163737,0.490584,1.36632,0.585158,2.900205,0.44342,
2006-05-29,0.671572,0.546761,3.254914,12.086268,0.446792,2.73587,4.87263,50.289078,0.240198,0.350398,0.446792,224.296577,0.49371,1.374891,0.588353,2.906899,0.446792,
2006-05-30,0.654282,0.524584,3.115867,11.657412,0.432946,2.630893,4.75753,48.564698,0.230019,0.33653,0.432946,218.011106,0.475787,1.332357,0.568131,2.892748,0.432946,
2006-05-31,0.671478,0.530037,3.144327,11.74483,0.435223,2.64611,4.828675,48.965939,0.232452,0.339593,0.435223,223.038,0.478962,1.342989,0.577988,2.92641,0.435223,
2006-06-01,0.674495,0.538329,3.183415,11.949859,0.441181,2.68035,4.873614,49.617742,0.236311,0.344376,0.441181,224.016806,0.486328,1.357635,0.589813,2.906261,0.441181,
2006-06-02,0.654636,0.529394,3.126836,11.203229,0.43821,2.636216,4.786119,48.953492,0.232165,0.339225,0.43821,220.573968,0.481495,1.345636,0.583704,2.913905,0.43821,
2006-06-03,0.654636,0.529394,3.126836,11.203229,0.43821,2.636216,4.786119,48.953492,0.232165,0.339225,0.43821,220.573968,0.481495,1.345636,0.583704,2.913905,0.43821,
2006-06-04,0.654636,0.529394,3.126836,11.203229,0.43821,2.636216,4.786119,48.953492,0.232165,0.339225,0.43821,220.573968,0.481495,1.345636,0.583704,2.913905,0.43821,
2006-06-05,0.655503,0.52928,3.11858,11.70788,0.438213,2.635156,4.792459,49.211957,0.234137,0.339674,0.438213,220.866168,0.484239,1.347418,0.585394,2.920822,0.438213,
2006-06-06,0.676998,0.53617,3.168278,11.826219,0.441058,2.677926,4.900416,49.924323,0.236937,0.343985,0.441058,225.757628,0.490695,1.358674,0.594888,2.986137,0.441058,
2006-06-07,0.674735,0.540896,3.189764,11.895907,0.443313,2.705104,4.911351,50.275296,0.238694,0.346284,0.443313,228.658494,0.492901,1.364118,0.597029,2.98459,0.443313,
2006-06-08,0.673858,0.539772,3.196004,11.819095,0.43803,2.71299,4.933338,49.897843,0.237629,0.346296,0.43803,229.674135,0.491187,1.348963,0.589812,2.943207,0.43803,
2006-06-09,0.667565,0.544688,3.227516,11.479433,0.442535,2.730964,4.939261,50.414843,0.240329,0.350079,0.442535,230.397339,0.489725,1.361176,0.589743,2.966497,0.442535,
2006-06-10,0.667565,0.544688,3.227516,11.479433,0.442535,2.730964,4.939261,50.414843,0.240329,0.350079,0.442535,230.397339,0.489725,1.361176,0.589743,2.966497,0.442535,
2006-06-11,0.667565,0.544688,3.227516,11.479433,0.442535,2.730964,4.939261,50.414843,0.240329,0.350079,0.442535,230.397339,0.489725,1.361176,0.589743,2.966497,0.442535,
2006-06-12,0.67379,0.54557,3.248779,11.490984,0.442375,2.734491,4.933394,50.599276,0.240132,0.351481,0.442375,230.01652,0.486099,1.360761,0.595585,2.995958,0.442375,
2006-06-13,0.691442,0.541256,3.225036,11.376128,0.436975,2.722928,4.928425,50.346557,0.238201,0.348299,0.436975,227.501654,0.486399,1.34802,0.592386,2.989969,0.436975,
2006-06-14,0.684789,0.539175,3.221844,11.845801,0.438299,2.730673,4.905103,50.340656,0.237521,0.347608,0.438299,228.917547,0.487799,1.351154,0.593924,2.9927,0.438299,
2006-06-15,0.688348,0.54497,3.255479,11.468845,0.443213,2.745398,4.942319,50.829272,0.239489,0.350643,0.443213,230.723377,0.492093,1.360006,0.596374,3.03538,0.443213,
2006-06-16,0.695113,0.547775,3.268695,11.532531,0.445184,2.75947,4.964794,51.232221,0.239614,0.352063,0.445184,231.646951,0.498662,1.366744,0.602204,3.058442,0.445184,
2006-06-17,0.695113,0.547775,3.268695,11.532531,0.445184,2.75947,4.964794,51.232221,0.239614,0.352063,0.445184,231.646951,0.498662,1.366744,0.602204,3.058442,0.445184,
2006-06-18,0.695113,0.547775,3.268695,11.532531,0.445184,2.75947,4.964794,51.232221,0.239614,0.352063,0.445184,231.646951,0.498662,1.366744,0.602204,3.058442,0.445184,
2006-06-19,0.707646,0.555872,3.308929,12.123329,0.448405,2.797505,5.024773,51.730529,0.243486,0.356443,0.448405,233.733737,0.502299,1.377687,0.608626,3.128319,0.448405,
2006-06-20,0.707327,0.553394,3.275028,12.084635,0.446926,2.802222,5.028756,51.334848,0.242438,0.355013,0.446926,233.910821,0.499325,1.373083,0.605758,3.161992,0.446926,
2006-06-21,0.72245,0.550868,3.25,12.055524,0.446628,2.803549,5.004939,51.280514,0.241957,0.352759,0.446628,232.926485,0.494426,1.372619,0.604699,3.188267,0.446628,
2006-06-22,0.745372,0.557692,3.292364,11.649963,0.448871,2.835432,5.022649,52.091879,0.24539,0.356672,0.448871,234.689874,0.501552,1.377715,0.61187,3.285872,0.448871,
2006-06-23,0.745291,0.555852,3.295837,11.595627,0.445964,2.813446,5.016914,51.960261,0.244454,0.356087,0.445964,233.984973,0.49984,1.37204,0.609372,3.306199,0.445964,
2006-06-24,0.745291,0.555852,3.295837,11.595627,0.445964,2.813446,5.016914,51.960261,0.244454,0.356087,0.445964,233.984973,0.49984,1.37204,0.609372,3.306199,0.445964,
2006-06-25,0.745291,0.555852,3.295837,11.595627,0.445964,2.813446,5.016914,51.960261,0.244454,0.356087,0.445964,233.984973,0.49984,1.37204,0.609372,3.306199,0.445964,
2006-06-26,0.748295,0.558329,3.289377,12.153187,0.449527,2.827245,5.018747,52.240671,0.246492,0.357079,0.449527,235.965006,0.50491,1.379825,0.613498,3.316086,0.449527,
2006-06-27,0.719906,0.558082,3.308404,12.13944,0.448701,2.827538,5.029273,52.195488,0.246394,0.35699,0.448701,234.992146,0.503677,1.384121,0.61313,3.271883,0.448701,
2006-06-28,0.711317,0.560453,3.301906,12.172293,0.449581,2.829033,5.034043,52.325665,0.247223,0.358346,0.449581,236.809288,0.504838,1.385724,0.616785,3.245539,0.449581,
2006-06-29,0.704225,0.56123,3.307135,12.267498,0.453858,2.838189,5.017023,52.248862,0.248181,0.358384,0.453858,235.824105,0.503458,1.384439,0.613912,3.230656,0.453858,
2006-06-30,0.708525,0.565843,3.328077,11.877102,0.462331,2.861586,5.083366,52.927773,0.24981,0.361677,0.462331,240.167818,0.516257,1.423017,0.622554,3.303483,0.462331,
2006-07-01,0.708525,0.565843,3.328077,11.877102,0.462331,2.861586,5.083366,52.927773,0.24981,0.361677,0.462331,240.167818,0.516257,1.423017,0.622554,3.303483,0.462331,
2006-07-02,0.708525,0.565843,3.328077,11.877102,0.462331,2.861586,5.083366,52.927773,0.24981,0.361677,0.462331,240.167818,0.516257,1.423017,0.622554,3.303483,0.462331,
2006-07-03,0.715502,0.567764,3.329493,12.449009,0.463754,2.890628,5.114661,53.200739,0.251603,0.362279,0.463754,239.104445,0.515415,1.426838,0.623954,3.255987,0.463754,
2006-07-04,0.700474,0.566077,3.313447,12.419279,0.462451,2.879958,5.028745,53.2198,0.250642,0.361572,0.462451,237.296164,0.512528,1.425173,0.621723,3.248689,0.462451,
2006-07-05,0.707799,0.562686,3.295862,12.294246,0.457055,2.84717,5.005922,52.801407,0.248914,0.358925,0.457055,235.813503,0.508166,1.407523,0.615951,3.312695,0.457055,
2006-07-06,0.713439,0.563784,3.289649,12.328688,0.458842,2.855337,4.969473,52.883925,0.249677,0.359144,0.458842,237.304267,0.510415,1.412082,0.61507,3.289721,0.458842,
2006-07-07,0.698503,0.563841,3.294012,11.851879,0.461494,2.863718,4.97193,52.587448,0.248884,0.359868,0.461494,236.746077,0.513063,1.420793,0.613826,3.263279,0.461494,
2006-07-08,0.698503,0.563841,3.294012,11.851879,0.461494,2.863718,4.97193,52.587448,0.248884,0.359868,0.461494,236.746077,0.513063,1.420793,0.613826,3.263279,0.461494,
2006-07-09,0.698503,0.563841,3.294012,11.851879,0.461494,2.863718,4.97193,52.587448,0.248884,0.359868,0.461494,236.746077,0.513063,1.420793,0.613826,3.263279,0.461494,
2006-07-10,0.709631,0.567306,3.321361,11.911296,0.461441,2.892071,4.956191,52.722665,0.25029,0.362056,0.461441,238.305576,0.517849,1.423208,0.617053,3.28244,0.461441,
2006-07-11,0.693616,0.562873,3.293371,12.327989,0.458947,2.867712,4.919477,52.45884,0.248724,0.359479,0.458947,236.045007,0.519376,1.41297,0.609785,3.261629,0.458947,
2006-07-12,0.699888,0.564384,3.307784,12.317833,0.457876,2.866513,4.933905,52.804092,0.249505,0.360192,0.457876,236.732342,0.518676,1.40907,0.608328,3.275979,0.457876,
2006-07-13,0.702989,0.557558,3.286501,12.218647,0.453918,2.825647,4.91706,52.345202,0.245996,0.3575,0.453918,233.926784,0.513335,1.396468,0.602138,3.284749,0.453918,
2006-07-14,0.739455,0.589263,3.467781,12.36022,0.477024,2.9731,5.160718,55.36105,0.258696,0.377273,0.477024,248.547499,0.537237,1.469328,0.632347,3.422734,0.477024,
2006-07-15,0.739455,0.589263,3.467781,12.36022,0.477024,2.9731,5.160718,55.36105,0.258696,0.377273,0.477024,248.547499,0.537237,1.469328,0.632347,3.422734,0.477024,
2006-07-16,0.739455,0.589263,3.467781,12.36022,0.477024,2.9731,5.160718,55.36105,0.258696,0.377273,0.477024,248.547499,0.537237,1.469328,0.632347,3.422734,0.477024,
2006-07-17,0.707564,0.564634,3.335152,11.732861,0.452387,2.862419,4.870442,52.954357,0.248527,0.361389,0.452387,235.589606,0.513498,1.393986,0.604821,3.277258,0.452387,
2006-07-18,0.707752,0.570757,3.375815,12.319327,0.455629,2.891468,4.906884,53.445825,0.249535,0.364445,0.455629,238.802434,0.51722,1.401655,0.609825,3.245381,0.455629,
2006-07-19,0.698995,0.570226,3.350314,12.319945,0.457131,2.890788,4.849243,53.397917,0.247995,0.362832,0.457131,236.130764,0.518269,1.395232,0.608904,3.219295,0.457131,
2006-07-20,0.695752,0.57037,3.350871,12.343137,0.458715,2.880029,4.877269,53.652869,0.248003,0.363108,0.458715,236.361656,0.519644,1.412019,0.611038,3.196115,0.458715,
2006-07-21,0.692955,0.564618,3.326725,12.210189,0.457149,2.852378,4.851767,53.097791,0.245736,0.35979,0.457149,235.957401,0.519285,1.404584,0.60621,3.215514,0.457149,
2006-07-22,0.692955,0.564618,3.326725,12.210189,0.457149,2.852378,4.851767,53.097791,0.245736,0.35979,0.457149,235.957401,0.519285,1.404584,0.60621,3.215514,0.457149,
2006-07-23,0.692955,0.564618,3.326725,12.210189,0.457149,2.852378,4.851767,53.097791,0.245736,0.35979,0.457149,235.957401,0.519285,1.404584,0.60621,3.215514,0.457149,
2006-07-24,0.694188,0.569944,3.350969,12.307804,0.457143,2.879232,4.896252,53.362303,0.247112,0.362122,0.457143,236.592432,0.521963,1.407568,0.606518,3.197357,0.457143,
2006-07-25,0.687523,0.569946,3.34481,12.220976,0.455118,2.876383,4.875588,53.307414,0.247125,0.361664,0.455118,236.0,0.518879,1.398843,0.603906,3.183183,0.455118,
2006-07-26,0.689829,0.567292,3.327759,12.24608,0.457236,2.849518,4.952525,53.193785,0.246511,0.35966,0.457236,234.016688,0.519422,1.395159,0.600957,3.178535,0.457236,
2006-07-27,0.67645,0.566906,3.327877,11.823459,0.457794,2.843111,4.906429,52.972992,0.246277,0.360581,0.457794,237.817762,0.51985,1.41081,0.599863,3.134857,0.457794,
2006-07-28,0.671378,0.566813,3.329055,11.774356,0.459761,2.844343,4.881734,52.736713,0.246448,0.360568,0.459761,236.893344,0.518858,1.41231,0.599769,3.157893,0.459761,
2006-07-29,0.671378,0.566813,3.329055,11.774356,0.459761,2.844343,4.881734,52.736713,0.246448,0.360568,0.459761,236.893344,0.518858,1.41231,0.599769,3.157893,0.459761,
2006-07-30,0.671378,0.566813,3.329055,11.774356,0.459761,2.844343,4.881734,52.736713,0.246448,0.360568,0.459761,236.893344,0.518858,1.41231,0.599769,3.157893,0.459761,
2006-07-31,0.668878,0.566617,3.318069,12.28897,0.460606,2.83489,4.885515,52.738615,0.246529,0.360581,0.460606,237.100206,0.520679,1.412793,0.601269,3.193668,0.460606,
2006-08-01,0.66938,0.561315,3.284959,12.243404,0.457677,2.809361,4.897362,52.424048,0.24394,0.357003,0.457677,235.725251,0.517547,1.398593,0.598015,3.17336,0.457677,
2006-08-02,0.677503,0.56588,3.302539,12.270929,0.460012,2.830049,4.969433,52.697066,0.244894,0.359609,0.460012,238.636364,0.517944,1.412004,0.601733,3.175633,0.460012,
2006-08-03,0.669606,0.564864,3.301359,12.275513,0.458795,2.820805,4.903753,52.7727,0.243073,0.358461,0.458795,236.595333,0.515969,1.405527,0.60261,3.144532,0.458795,
2006-08-04,0.667239,0.562719,3.29021,12.243081,0.460523,2.815383,4.900594,52.810556,0.241257,0.357577,0.460523,237.863835,0.518594,1.410141,0.601409,3.136809,0.460523,
2006-08-05,0.667239,0.562719,3.29021,12.243081,0.460523,2.815383,4.900594,52.810556,0.241257,0.357577,0.460523,237.863835,0.518594,1.410141,0.601409,3.136809,0.460523,
2006-08-06,0.667239,0.562719,3.29021,12.243081,0.460523,2.815383,4.900594,52.810556,0.241257,0.357577,0.460523,237.863835,0.518594,1.410141,0.601409,3.136809,0.460523,
2006-08-07,0.660398,0.563317,3.288555,12.256135,0.459215,2.826151,4.921727,52.824646,0.241017,0.35823,0.459215,239.473401,0.51338,1.413434,0.601433,3.122658,0.459215,
2006-08-08,0.655994,0.562659,3.280329,12.225478,0.456209,2.830516,4.889762,52.803287,0.240379,0.357334,0.456209,238.84581,0.513275,1.407147,0.602394,3.102269,0.456209,
2006-08-09,0.658583,0.566681,3.291334,12.343896,0.462564,2.853632,4.926349,53.337645,0.242581,0.359273,0.462564,241.876841,0.517748,1.419164,0.603866,3.109937,0.462564,
2006-08-10,0.660545,0.570602,3.321958,12.377991,0.462476,2.874232,4.953366,53.260791,0.244089,0.361507,0.462476,242.571036,0.521329,1.414214,0.601547,3.123961,0.462476,
2006-08-11,0.661006,0.576431,3.351419,12.434865,0.463688,2.909667,4.935685,53.84251,0.244944,0.364392,0.463688,242.065372,0.521189,1.424808,0.604708,3.144518,0.463688,
2006-08-12,0.661006,0.576431,3.351419,12.434865,0.463688,2.909667,4.935685,53.84251,0.244944,0.364392,0.463688,242.065372,0.521189,1.424808,0.604708,3.144518,0.463688,
2006-08-13,0.661006,0.576431,3.351419,12.434865,0.463688,2.909667,4.935685,53.84251,0.244944,0.364392,0.463688,242.065372,0.521189,1.424808,0.604708,3.144518,0.463688,
2006-08-14,0.676765,0.575814,3.360166,12.443035,0.463852,2.92198,5.006016,54.077801,0.245543,0.364578,0.463852,240.839987,0.522695,1.42466,0.610303,3.174669,0.463852,
2006-08-15,0.677397,0.577357,3.364247,12.496806,0.466842,2.924523,5.03303,54.118763,0.246359,0.364977,0.466842,240.516077,0.523742,1.433738,0.609986,3.196905,0.466842,
2006-08-16,0.70266,0.610183,3.554125,13.298152,0.496521,3.117993,5.215727,57.52339,0.261811,0.386608,0.496521,255.683136,0.555633,1.459909,0.645713,3.352548,0.496521,
2006-08-17,0.674725,0.579231,3.360879,12.565934,0.470037,2.957546,4.9663,54.47619,0.249267,0.3663,0.470037,240.399267,0.527766,1.447802,0.61696,3.203114,0.470037,
2006-08-18,0.677991,0.575383,3.34827,12.46681,0.466591,2.938166,5.031463,54.010112,0.2481,0.363729,0.466591,236.758448,0.525079,1.434074,0.613465,3.272833,0.466591,
2006-08-19,0.677991,0.575383,3.34827,12.46681,0.466591,2.938166,5.031463,54.010112,0.2481,0.363729,0.466591,236.758448,0.525079,1.434074,0.613465,3.272833,0.466591,
2006-08-20,0.677991,0.575383,3.34827,12.46681,0.466591,2.938166,5.031463,54.010112,0.2481,0.363729,0.466591,236.758448,0.525079,1.434074,0.613465,3.272833,0.466591,
2006-08-21,0.67673,0.572699,3.341014,12.464168,0.467107,2.915744,5.045176,54.171051,0.246852,0.362858,0.467107,238.259734,0.522261,1.442287,0.612867,3.279981,0.467107,
2006-08-22,0.684846,0.578441,3.3653,12.543192,0.46896,2.941911,5.048682,54.626647,0.24817,0.366032,0.46896,238.784773,0.522694,1.443228,0.614934,3.343338,0.46896,
2006-08-23,0.688322,0.578616,3.36763,12.540764,0.468323,2.947455,5.07017,54.49782,0.247481,0.366421,0.468323,238.78568,0.520978,1.444579,0.614342,3.350922,0.468323,
2006-08-24,0.68392,0.573543,3.338714,12.401611,0.462911,2.937393,5.044434,53.901121,0.24513,0.362726,0.462911,237.614712,0.513657,1.425804,0.607784,3.307592,0.462911,
2006-08-25,0.689217,0.573803,3.352339,12.402642,0.462999,2.91823,5.068051,54.28447,0.245236,0.362937,0.462999,237.077632,0.513156,1.430334,0.610859,3.323595,0.462999,
2006-08-26,0.689217,0.573803,3.352339,12.402642,0.462999,2.91823,5.068051,54.28447,0.245236,0.362937,0.462999,237.077632,0.513156,1.430334,0.610859,3.323595,0.462999,
2006-08-27,0.689217,0.573803,3.352339,12.402642,0.462999,2.91823,5.068051,54.28447,0.245236,0.362937,0.462999,237.077632,0.513156,1.430334,0.610859,3.323595,0.462999,
2006-08-28,0.69089,0.574596,3.365748,12.442926,0.465028,2.92155,5.069434,54.493238,0.245347,0.363531,0.465028,239.334012,0.516577,1.437436,0.612331,3.332485,0.465028,
2006-08-29,0.686774,0.573701,3.361899,12.486075,0.467036,2.93742,5.051149,54.494157,0.245841,0.364047,0.467036,238.989406,0.517165,1.385416,0.611198,3.306746,0.467036,
2006-08-30,0.691033,0.576336,3.381261,12.554421,0.469798,2.960524,5.089086,54.966524,0.246515,0.365858,0.469798,241.246844,0.520653,1.449603,0.614678,3.322504,0.469798,
2006-08-31,0.686504,0.57733,3.399561,12.550082,0.469108,2.964915,5.100165,55.033877,0.246292,0.366233,0.469108,242.46475,0.517854,1.449551,0.614503,3.378465,0.469108,
2006-09-01,0.679537,0.574657,3.396048,12.491357,0.46712,2.957568,5.070053,54.678118,0.245133,0.363914,0.46712,241.391608,0.515812,1.440191,0.608792,3.369118,0.46712,
2006-09-02,0.679537,0.574657,3.396048,12.491357,0.46712,2.957568,5.070053,54.678118,0.245133,0.363914,0.46712,241.391608,0.515812,1.440191,0.608792,3.369118,0.46712,
2006-09-03,0.679537,0.574657,3.396048,12.491357,0.46712,2.957568,5.070053,54.678118,0.245133,0.363914,0.46712,241.391608,0.515812,1.440191,0.608792,3.369118,0.46712,
2006-09-04,0.67541,0.577394,3.401454,12.557995,0.469696,2.974647,5.080554,54.557411,0.246447,0.365323,0.469696,241.793008,0.519746,1.451978,0.60914,3.359003,0.469696,
2006-09-05,0.683256,0.581623,3.41617,12.571912,0.471713,2.99371,5.090856,54.792908,0.248878,0.367836,0.471713,242.816155,0.52402,1.456559,0.612411,3.381078,0.471713,
2006-09-06,0.681435,0.576815,3.394122,12.45925,0.467454,2.982424,5.083689,54.47617,0.247785,0.364657,0.467454,240.699413,0.51661,1.443095,0.609087,3.418845,0.467454,
2006-09-07,0.683027,0.57771,3.41433,12.432077,0.464943,3.015593,5.105536,54.122845,0.247809,0.365177,0.464943,240.636868,0.515885,1.441718,0.61284,3.411445,0.464943,
2006-09-08,0.689302,0.578406,3.404764,12.424996,0.463669,3.015732,5.089639,54.21484,0.248463,0.365872,0.463669,239.660471,0.518403,1.434911,0.614737,3.422143,0.463669,
2006-09-09,0.689302,0.578406,3.404764,12.424996,0.463669,3.015732,5.089639,54.21484,0.248463,0.365872,0.463669,239.660471,0.518403,1.434911,0.614737,3.422143,0.463669,
2006-09-10,0.689302,0.578406,3.404764,12.424996,0.463669,3.015732,5.089639,54.21484,0.248463,0.365872,0.463669,239.660471,0.518403,1.434911,0.614737,3.422143,0.463669,
2006-09-11,0.668624,0.572951,3.361528,12.332753,0.460607,3.006886,4.985866,54.138581,0.246757,0.362398,0.460607,237.461042,0.516417,1.425419,0.61343,3.408712,0.460607,
2006-09-12,0.66657,0.57739,3.365595,12.373381,0.461905,3.025579,4.999636,54.402561,0.246216,0.363848,0.461905,238.647941,0.517028,1.431778,0.614467,3.380003,0.461905,
2006-09-13,0.662561,0.578046,3.369073,12.39586,0.462736,3.049346,4.984511,54.346004,0.246438,0.364445,0.462736,237.734611,0.51784,1.437042,0.614126,3.371989,0.462736,
2006-09-14,0.668469,0.58186,3.367475,12.437171,0.46475,3.031999,5.001096,54.624489,0.246311,0.365283,0.46475,238.811368,0.51936,1.440605,0.615685,3.445609,0.46475,
2006-09-15,0.670416,0.584592,3.384497,11.976844,0.464991,3.038189,5.007902,54.710185,0.247473,0.367552,0.464991,239.743448,0.519829,1.437571,0.618223,3.431801,0.464991,
2006-09-16,0.670416,0.584592,3.384497,11.976844,0.464991,3.038189,5.007902,54.710185,0.247473,0.367552,0.464991,239.743448,0.519829,1.437571,0.618223,3.431801,0.464991,
2006-09-17,0.670416,0.584592,3.384497,11.976844,0.464991,3.038189,5.007902,54.710185,0.247473,0.367552,0.464991,239.743448,0.519829,1.437571,0.618223,3.431801,0.464991,
2006-09-18,0.666372,0.584861,3.382409,12.518224,0.467823,3.0599,4.97791,55.146896,0.248656,0.368161,0.467823,239.290185,0.522716,1.442788,0.618953,3.414218,0.467823,
2006-09-19,0.66833,0.582303,3.382207,12.462289,0.465262,3.036591,4.963482,54.717951,0.247183,0.367013,0.465262,238.602415,0.524278,1.439314,0.618857,3.425368,0.465262,
2006-09-20,0.661898,0.576247,3.351463,12.335342,0.460678,3.01042,4.933193,54.099194,0.244064,0.363082,0.460678,236.311815,0.519461,1.428182,0.611866,3.42034,0.460678,
2006-09-21,0.65964,0.569334,3.316197,12.225927,0.458199,2.992866,4.895318,53.31254,0.24084,0.3585,0.458199,234.649028,0.512655,1.412418,0.605112,3.484871,0.458199,
2006-09-22,0.678116,0.559419,3.281516,11.602904,0.453258,2.965545,4.933074,52.882436,0.238244,0.354108,0.453258,234.504249,0.505382,1.402337,0.602939,3.437252,0.453258,
2006-09-23,0.678116,0.559419,3.281516,11.602904,0.453258,2.965545,4.933074,52.882436,0.238244,0.354108,0.453258,234.504249,0.505382,1.402337,0.602939,3.437252,0.453258,
2006-09-24,0.678116,0.559419,3.281516,11.602904,0.453258,2.965545,4.933074,52.882436,0.238244,0.354108,0.453258,234.504249,0.505382,1.402337,0.602939,3.437252,0.453258,
2006-09-25,0.661879,0.555732,3.277637,11.992325,0.448704,2.927299,4.854598,52.260245,0.236094,0.352063,0.448704,231.5871,0.501056,1.388783,0.595515,3.427475,0.448704,
2006-09-26,0.68286,0.565169,3.334659,12.172542,0.454536,2.975351,4.925122,53.242333,0.239789,0.358269,0.454536,234.623101,0.505876,1.408032,0.604865,3.467003,0.454536,
2006-09-27,0.668086,0.570418,3.352703,12.27171,0.458601,2.971739,4.935393,53.861979,0.242727,0.360933,0.458601,235.670974,0.509709,1.420595,0.610518,3.500938,0.458601,
2006-09-28,0.678052,0.574423,3.353494,12.324232,0.46064,2.976323,4.981689,54.236919,0.245404,0.362595,0.46064,236.661953,0.511621,1.427028,0.615287,3.530331,0.46064,
2006-09-29,0.682881,0.579243,3.38654,12.401804,0.462387,3.028703,4.98941,54.54645,0.246859,0.365177,0.462387,237.56208,0.516031,1.436277,0.619668,3.586291,0.462387,
2006-09-30,0.682881,0.579243,3.38654,12.401804,0.462387,3.028703,4.98941,54.54645,0.246859,0.365177,0.462387,237.56208,0.516031,1.436277,0.619668,3.586291,0.462387,
2006-10-01,0.682881,0.579243,3.38654,12.401804,0.462387,3.028703,4.98941,54.54645,0.246859,0.365177,0.462387,237.56208,0.516031,1.436277,0.619668,3.586291,0.462387,
