,TRY,CHF,SEK,RUB,NZL,NOK,MXN,JPY,GBP,EUR,CNH,CLP,CAD,ARS,AUD,ZAR,USD,BRL
2013-09-25,0.909045,0.416216,2.915877,14.541131,0.455689,2.721925,5.904546,44.991882,0.284873,0.338249,0.455689,221.474767,0.469524,2.629076,0.485624,4.495501,0.455689,
2013-09-26,0.906245,0.409222,2.888146,14.413315,0.449712,2.702099,5.851216,44.27022,0.279735,0.332701,0.449712,219.250091,0.464018,2.593506,0.480221,4.484912,0.449712,
2013-09-27,0.901505,0.406187,2.861737,14.409462,0.446187,2.6666,5.833251,44.133333,0.27818,0.330852,0.446187,219.462696,0.45995,2.578131,0.476691,4.454127,0.446187,
2013-09-28,0.901505,0.406187,2.861737,14.409462,0.446187,2.6666,5.833251,44.133333,0.27818,0.330852,0.446187,219.462696,0.45995,2.578131,0.476691,4.454127,0.446187,
2013-09-29,0.901505,0.406187,2.861737,14.409462,0.446187,2.6666,5.833251,44.133333,0.27818,0.330852,0.446187,219.462696,0.45995,2.578131,0.476691,4.454127,0.446187,
2013-09-30,0.915056,0.406488,2.889869,14.537282,0.44901,2.69446,5.924372,43.924472,0.277691,0.332723,0.44901,220.4545,0.462951,2.570853,0.482648,4.544402,0.44901,
2013-10-01,0.910941,0.408406,2.896064,14.616778,0.451134,2.708973,5.902935,44.387592,0.278652,0.333556,0.451134,222.138092,0.465577,2.61044,0.483989,4.522048,0.451134,
2013-10-02,0.907839,0.409728,2.875347,14.568377,0.452047,2.708808,5.95046,44.268093,0.279124,0.33428,0.452047,224.776199,0.467291,2.619589,0.481297,4.571018,0.452047,
2013-10-03,0.910759,0.412087,2.911902,14.709791,0.456825,2.743269,5.988303,44.452287,0.281301,0.336123,0.456825,224.200867,0.471581,2.646701,0.486639,4.569662,0.456825,
2013-10-04,0.908098,0.407616,2.875578,14.547116,0.453483,2.696901,5.971308,44.09746,0.280631,0.332856,0.453483,222.13494,0.468395,2.634291,0.482375,4.54888,0.453483,
2013-10-05,0.908098,0.407616,2.875578,14.547116,0.453483,2.696901,5.971308,44.09746,0.280631,0.332856,0.453483,222.13494,0.468395,2.634291,0.482375,4.54888,0.453483,
2013-10-06,0.908098,0.407616,2.875578,14.547116,0.453483,2.696901,5.971308,44.09746,0.280631,0.332856,0.453483,222.13494,0.468395,2.634291,0.482375,4.54888,0.453483,
2013-10-07,0.900391,0.410225,2.906635,14.273951,0.453134,2.702074,5.935787,44.08121,0.282499,0.333923,0.453134,222.1134,0.466524,2.612282,0.479781,4.524861,0.453134,
2013-10-08,0.90553,0.410196,2.914194,14.637875,0.454153,2.710702,5.969123,43.919981,0.282173,0.334526,0.454153,222.318938,0.468571,2.641756,0.481551,4.542903,0.454153,
2013-10-09,0.901625,0.40918,2.911132,14.59956,0.453614,2.704173,5.97428,43.955699,0.281416,0.333589,0.453614,221.248958,0.469827,2.63909,0.480168,4.516429,0.453614,
2013-10-10,0.901485,0.413509,2.936954,14.682722,0.454118,2.724976,5.9956,44.256348,0.284563,0.335886,0.454118,222.461709,0.471819,2.64124,0.480418,4.520926,0.454118,
2013-10-11,0.907421,0.418407,2.988012,14.78543,0.459399,2.771642,6.015656,45.108168,0.287519,0.339616,0.459399,225.314994,0.478078,2.67604,0.485787,4.547427,0.459399,
2013-10-12,0.907421,0.418407,2.988012,14.78543,0.459399,2.771642,6.015656,45.108168,0.287519,0.339616,0.459399,225.314994,0.478078,2.67604,0.485787,4.547427,0.459399,
2013-10-13,0.907421,0.418407,2.988012,14.78543,0.459399,2.771642,6.015656,45.108168,0.287519,0.339616,0.459399,225.314994,0.478078,2.67604,0.485787,4.547427,0.459399,
2013-10-14,0.918451,0.420496,2.990829,14.566685,0.462191,2.771103,6.023592,45.438088,0.289411,0.340925,0.462191,224.876585,0.478999,2.689827,0.489261,4.579299,0.462191,
2013-10-15,0.909408,0.418193,2.968448,14.82518,0.45902,2.742138,5.9588,45.279123,0.287315,0.338535,0.45902,223.63147,0.474931,2.675412,0.482379,4.547141,0.45902,
2013-10-16,0.911363,0.419412,2.981661,14.783876,0.459213,2.762005,5.952286,45.243157,0.287272,0.339605,0.459213,223.902737,0.476092,2.679345,0.48139,4.571996,0.459213,
2013-10-17,0.905677,0.419768,2.975655,14.733431,0.45912,2.752139,5.89617,45.415931,0.287926,0.339536,0.45912,224.728711,0.474093,2.680191,0.480952,4.524107,0.45912,
2013-10-18,0.911011,0.418401,2.96715,14.789748,0.46332,2.748254,5.923113,45.396298,0.286867,0.339006,0.46332,224.3247,0.477151,2.708726,0.481728,4.548817,0.46332,
2013-10-19,0.911011,0.418401,2.96715,14.789748,0.46332,2.748254,5.923113,45.396298,0.286867,0.339006,0.46332,224.3247,0.477151,2.708726,0.481728,4.548817,0.46332,
2013-10-20,0.911011,0.418401,2.96715,14.789748,0.46332,2.748254,5.923113,45.396298,0.286867,0.339006,0.46332,224.3247,0.477151,2.708726,0.481728,4.548817,0.46332,
2013-10-21,0.918043,0.420445,2.990428,14.50591,0.466056,2.750281,5.984535,45.6392,0.288177,0.340634,0.466056,225.560173,0.479783,2.70249,0.482406,4.557346,0.466056,
2013-10-22,0.912228,0.415749,2.94582,14.693116,0.460797,2.72681,5.977425,45.241416,0.285555,0.336939,0.460797,224.537889,0.474915,2.694026,0.477341,4.532026,0.460797,
2013-10-23,0.906473,0.41251,2.934404,14.594213,0.46088,2.716775,5.919752,45.228634,0.283961,0.334504,0.46088,225.017561,0.474193,2.6952,0.474996,4.489212,0.46088,
2013-10-24,0.902584,0.407808,2.910843,14.510266,0.457096,2.7047,5.931905,44.525523,0.282729,0.331686,0.457096,223.14372,0.474311,2.678032,0.474046,4.471757,0.457096,
2013-10-25,0.900217,0.405552,2.886946,14.400217,0.454587,2.678983,5.892413,44.265626,0.280577,0.329316,0.454587,224.947968,0.473424,2.666173,0.472436,4.430975,0.454587,
2013-10-26,0.900217,0.405552,2.886946,14.400217,0.454587,2.678983,5.892413,44.265626,0.280577,0.329316,0.454587,224.947968,0.473424,2.666173,0.472436,4.430975,0.454587,
2013-10-27,0.900217,0.405552,2.886946,14.400217,0.454587,2.678983,5.892413,44.265626,0.280577,0.329316,0.454587,224.947968,0.473424,2.666173,0.472436,4.430975,0.454587,
2013-10-28,0.906897,0.408439,2.89069,14.205131,0.457559,2.694409,5.884028,44.648835,0.282921,0.331444,0.457559,226.252362,0.47771,2.657718,0.476617,4.492161,0.457559,
2013-10-29,0.910472,0.411304,2.912503,14.636924,0.459266,2.708633,5.911871,44.833467,0.284506,0.333067,0.459266,227.147282,0.479683,2.703271,0.481082,4.510358,0.459266,
2013-10-30,0.91221,0.41211,2.922946,14.738264,0.458222,2.702021,5.922813,44.991998,0.285543,0.333422,0.458222,228.595626,0.479728,2.697386,0.483462,4.529274,0.458222,
2013-10-31,0.914668,0.412763,2.933612,14.698697,0.458537,2.706816,5.942366,45.167725,0.286101,0.334113,0.458537,228.849983,0.480421,2.70588,0.484163,4.557534,0.458537,
2013-11-01,0.894539,0.406534,2.902425,14.432866,0.448111,2.662993,5.831744,44.056426,0.279228,0.329979,0.448111,224.572183,0.46725,2.645834,0.473387,4.505263,0.448111,
2013-11-02,0.894539,0.406534,2.902425,14.432866,0.448111,2.662993,5.831744,44.056426,0.279228,0.329979,0.448111,224.572183,0.46725,2.645834,0.473387,4.505263,0.448111,
2013-11-03,0.894539,0.406534,2.902425,14.432866,0.448111,2.662993,5.831744,44.056426,0.279228,0.329979,0.448111,224.572183,0.46725,2.645834,0.473387,4.505263,0.448111,
2013-11-04,0.894825,0.405007,2.896733,14.402507,0.443925,2.646972,5.793203,43.811231,0.278745,0.32898,0.443925,223.234859,0.462282,2.629963,0.468895,4.516433,0.443925,
2013-11-05,0.89967,0.40611,2.905878,14.436295,0.4464,2.654425,5.796565,44.022127,0.279458,0.330251,0.4464,223.98745,0.465059,2.651057,0.469254,4.520707,0.4464,
2013-11-06,0.890242,0.400742,2.859994,14.274867,0.438674,2.624849,5.771204,43.189529,0.27337,0.325595,0.438674,221.22554,0.458405,2.609709,0.461694,4.482369,0.438674,
2013-11-07,0.891874,0.399507,2.844553,14.199332,0.438142,2.608336,5.769196,43.221405,0.272356,0.324118,0.438142,221.490293,0.45652,2.606813,0.459793,4.493696,0.438142,
2013-11-08,0.883484,0.398025,2.840868,14.032675,0.434229,2.626263,5.741127,42.626619,0.269883,0.323834,0.434229,220.501619,0.453854,2.579372,0.459067,4.461982,0.434229,
2013-11-09,0.883484,0.398025,2.840868,14.032675,0.434229,2.626263,5.741127,42.626619,0.269883,0.323834,0.434229,220.501619,0.453854,2.579372,0.459067,4.461982,0.434229,
2013-11-10,0.883484,0.398025,2.840868,14.032675,0.434229,2.626263,5.741127,42.626619,0.269883,0.323834,0.434229,220.501619,0.453854,2.579372,0.459067,4.461982,0.434229,
2013-11-11,0.881081,0.398673,2.85208,14.133938,0.432044,2.658747,5.693348,42.855802,0.269882,0.323677,0.432044,219.994174,0.452856,2.555689,0.460981,4.467163,0.432044,
2013-11-12,0.877146,0.394894,2.817369,14.048212,0.429555,2.639928,5.677057,42.583931,0.268644,0.320349,0.429555,218.104498,0.449609,2.563525,0.458643,4.457682,0.429555,
2013-11-13,0.880847,0.39357,2.852655,14.114013,0.429105,2.656205,5.651416,42.741611,0.270011,0.319275,0.429105,218.456946,0.450081,2.560199,0.461128,4.437087,0.429105,
2013-11-14,0.877313,0.392326,2.852157,14.016208,0.429549,2.647063,5.583283,42.614552,0.267569,0.318421,0.429549,218.523802,0.44875,2.565101,0.458621,4.412068,0.429549,
2013-11-15,0.880313,0.397091,2.877932,14.174705,0.432708,2.663492,5.605386,43.366365,0.269425,0.32174,0.432708,220.46781,0.452946,2.589749,0.464625,4.413243,0.432708,
2013-11-16,0.880313,0.397091,2.877932,14.174705,0.432708,2.663492,5.605386,43.366365,0.269425,0.32174,0.432708,220.46781,0.452946,2.589749,0.464625,4.413243,0.432708,
2013-11-17,0.880313,0.397091,2.877932,14.174705,0.432708,2.663492,5.605386,43.366365,0.269425,0.32174,0.432708,220.46781,0.452946,2.589749,0.464625,4.413243,0.432708,
2013-11-18,0.875752,0.39485,2.865899,14.060205,0.43135,2.635956,5.574248,43.28279,0.267626,0.319898,0.43135,218.883877,0.450128,2.587012,0.460205,4.383301,0.43135,
2013-11-19,0.893861,0.403787,2.92282,14.410797,0.442377,2.710804,5.69983,44.175457,0.274487,0.32759,0.442377,224.146957,0.461377,2.65305,0.472122,4.48005,0.442377,
2013-11-20,0.88582,0.400474,2.907103,14.402846,0.440831,2.679588,5.705712,44.150312,0.273102,0.324929,0.440831,222.326163,0.460684,2.658793,0.46676,4.479432,0.440831,
2013-11-21,0.888287,0.404068,2.932612,14.502461,0.440748,2.699016,5.766273,44.156824,0.27372,0.328084,0.440748,224.81168,0.460761,2.66273,0.472408,4.4729,0.440748,
2013-11-22,0.875266,0.396861,2.881873,14.329852,0.434216,2.646393,5.653065,43.990846,0.268323,0.32231,0.434216,220.855412,0.456617,2.629214,0.470509,4.399246,0.434216,
2013-11-23,0.875266,0.396861,2.881873,14.329852,0.434216,2.646393,5.653065,43.990846,0.268323,0.32231,0.434216,220.855412,0.456617,2.629214,0.470509,4.399246,0.434216,
2013-11-24,0.875266,0.396861,2.881873,14.329852,0.434216,2.646393,5.653065,43.990846,0.268323,0.32231,0.434216,220.855412,0.456617,2.629214,0.470509,4.399246,0.434216,
2013-11-25,0.881661,0.398386,2.890834,14.38662,0.439258,2.664333,5.706405,44.493388,0.270582,0.324128,0.439258,223.941074,0.463211,2.670459,0.479159,4.420816,0.439258,
2013-11-26,0.880105,0.399423,2.879133,14.439129,0.43848,2.672404,5.717458,44.452224,0.27123,0.324128,0.43848,222.575198,0.461591,2.664916,0.477052,4.426974,0.43848,
2013-11-27,0.876836,0.39536,2.863404,14.364898,0.435976,2.655345,5.691398,44.133543,0.268886,0.321326,0.435976,220.651329,0.459529,2.655185,0.478005,4.410205,0.435976,
2013-11-28,0.870476,0.390312,2.82802,14.270192,0.429761,2.623366,5.635555,43.919582,0.263859,0.316606,0.429761,219.336077,0.455216,2.623366,0.473104,4.391452,0.429761,
2013-11-29,0.870002,0.391393,2.827029,14.329998,0.432079,2.629157,5.643068,44.194061,0.26438,0.317612,0.432079,223.028109,0.457392,2.643862,0.475592,4.402668,0.432079,
2013-11-30,0.870002,0.391393,2.827029,14.329998,0.432079,2.629157,5.643068,44.194061,0.26438,0.317612,0.432079,223.028109,0.457392,2.643862,0.475592,4.402668,0.432079,
2013-12-01,0.870002,0.391393,2.827029,14.329998,0.432079,2.629157,5.643068,44.194061,0.26438,0.317612,0.432079,223.028109,0.457392,2.643862,0.475592,4.402668,0.432079,
2013-12-02,0.875211,0.392872,2.838391,14.372994,0.433458,2.655531,5.690693,44.414664,0.264637,0.319071,0.433458,225.74519,0.460355,2.6331,0.47516,4.412846,0.433458,
2013-12-03,0.86633,0.386228,2.789687,14.123093,0.42502,2.601186,5.609849,43.750549,0.259777,0.313853,0.42502,222.41981,0.452294,2.614619,0.466198,4.364101,0.42502,
2013-12-04,0.860899,0.380992,2.74493,14.005271,0.421426,2.569767,5.519783,43.128682,0.257085,0.310078,0.421426,220.019225,0.44831,2.602388,0.461364,4.349767,0.421426,
2013-12-05,0.857684,0.377905,2.720732,13.868627,0.418778,2.574687,5.459004,42.88145,0.255656,0.308242,0.418778,219.533321,0.447136,2.593367,0.463566,4.370538,0.418778,
2013-12-06,0.863005,0.380125,2.748992,13.986911,0.423981,2.605887,5.543422,43.130079,0.259537,0.310154,0.423981,220.549904,0.451306,2.636747,0.467558,4.430339,0.423981,
2013-12-07,0.863005,0.380125,2.748992,13.986911,0.423981,2.605887,5.543422,43.130079,0.259537,0.310154,0.423981,220.549904,0.451306,2.636747,0.467558,4.430339,0.423981,
2013-12-08,0.863005,0.380125,2.748992,13.986911,0.423981,2.605887,5.543422,43.130079,0.259537,0.310154,0.423981,220.549904,0.451306,2.636747,0.467558,4.430339,0.423981,
2013-12-09,0.865946,0.382164,2.78617,13.771796,0.428317,2.631523,5.528154,44.169427,0.262265,0.31248,0.428317,221.024936,0.456284,2.633398,0.470314,4.424036,0.428317,
2013-12-10,0.876539,0.384173,2.818233,14.107502,0.431641,2.647839,5.543321,44.568359,0.262754,0.314149,0.431641,221.764577,0.459066,2.695652,0.474742,4.472135,0.431641,
2013-12-11,0.879085,0.384804,2.834809,14.189204,0.433744,2.648505,5.572086,44.590805,0.263543,0.315129,0.433744,224.12851,0.459931,2.715501,0.474175,4.488545,0.433744,
2013-12-12,0.873616,0.379121,2.798964,14.009987,0.427566,2.627888,5.569023,43.824396,0.261111,0.310145,0.427566,222.585367,0.45278,2.681977,0.472506,4.437428,0.427566,
2013-12-13,0.875495,0.381405,2.833546,14.075539,0.428874,2.656863,5.55787,44.40383,0.262452,0.311886,0.428874,224.636809,0.456383,2.690484,0.480398,4.462402,0.428874,
2013-12-14,0.875495,0.381405,2.833546,14.075539,0.428874,2.656863,5.55787,44.40383,0.262452,0.311886,0.428874,224.636809,0.456383,2.690484,0.480398,4.462402,0.428874,
2013-12-15,0.875495,0.381405,2.833546,14.075539,0.428874,2.656863,5.55787,44.40383,0.262452,0.311886,0.428874,224.636809,0.456383,2.690484,0.480398,4.462402,0.428874,
2013-12-16,0.876462,0.382152,2.826402,14.137233,0.429585,2.657933,5.532112,44.365581,0.263523,0.312676,0.429585,223.402226,0.454912,2.668782,0.479832,4.416641,0.429585,
2013-12-17,0.871542,0.381624,2.828962,14.168537,0.430269,2.644449,5.561384,44.317692,0.263888,0.312627,0.430269,223.068747,0.455654,2.713884,0.481102,4.416169,0.430269,
2013-12-18,0.878664,0.381972,2.829127,14.237059,0.43176,2.636369,5.591974,44.304436,0.265245,0.313529,0.43176,223.712181,0.457658,2.731588,0.4839,4.458536,0.43176,
2013-12-19,0.883164,0.384137,2.818764,14.1315,0.429697,2.637308,5.543551,44.763878,0.262151,0.313991,0.429697,223.273047,0.460186,2.737221,0.485399,4.44053,0.429697,
2013-12-20,0.879969,0.381524,2.79465,14.008243,0.424759,2.61098,5.498787,44.288025,0.259533,0.311042,0.424759,220.823328,0.453219,2.715365,0.479129,4.410886,0.424759,
2013-12-21,0.879969,0.381524,2.79465,14.008243,0.424759,2.61098,5.498787,44.288025,0.259533,0.311042,0.424759,220.823328,0.453219,2.715365,0.479129,4.410886,0.424759,
2013-12-22,0.879969,0.381524,2.79465,14.008243,0.424759,2.61098,5.498787,44.288025,0.259533,0.311042,0.424759,220.823328,0.453219,2.715365,0.479129,4.410886,0.424759,
2013-12-23,0.877334,0.37554,2.761569,13.516269,0.419455,2.578951,5.440124,43.631819,0.2568,0.306664,0.419455,218.499801,0.446349,2.692202,0.470054,4.334693,0.419455,
2013-12-24,0.891077,0.379617,2.789257,13.894489,0.424898,2.608814,5.517508,44.251776,0.259808,0.310145,0.424898,220.502745,0.45092,2.734795,0.475731,4.390255,0.424898,
2013-12-25,0.881212,0.380203,2.781668,13.856722,0.424683,2.613341,5.52255,44.267933,0.259149,0.310395,0.424683,220.680697,0.45119,2.734084,0.475308,4.379955,0.424683,
2013-12-26,0.889003,0.380203,2.788683,13.856722,0.424248,2.608871,5.523543,44.338393,0.259335,0.310395,0.424248,219.965236,0.451283,2.734084,0.475774,4.380607,0.424248,
2013-12-27,0.902039,0.380979,2.784182,13.856722,0.425117,2.609523,5.554986,44.581122,0.258932,0.310395,0.425117,219.965236,0.452556,2.734084,0.478257,4.395785,0.425117,
2013-12-28,0.902039,0.380979,2.784182,13.856722,0.425117,2.609523,5.554986,44.581122,0.258932,0.310395,0.425117,219.965236,0.452556,2.734084,0.478257,4.395785,0.425117,
2013-12-29,0.902039,0.380979,2.784182,13.856722,0.425117,2.609523,5.554986,44.581122,0.258932,0.310395,0.425117,219.965236,0.452556,2.734084,0.478257,4.395785,0.425117,
2013-12-30,0.914238,0.378018,2.762883,13.819225,0.424029,2.602399,5.536991,44.663398,0.257286,0.308385,0.424029,219.445832,0.453974,2.741481,0.478799,4.461591,0.424029,
2013-12-31,0.898769,0.376186,2.718659,13.858117,0.424023,2.573214,5.538887,44.490159,0.257054,0.30704,0.424023,217.38463,0.451227,2.762412,0.475206,4.418005,0.424023,
2014-01-01,0.910596,0.378462,2.727225,13.94344,0.423888,2.571609,5.523654,44.640104,0.255875,0.308394,0.423888,219.102572,0.450287,2.761426,0.475205,4.44819,0.423888,
